trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,2,10.0.1.184,2018-02-01 00:42:51.749283,1517445771.749318,1517445779.115045
trial3,N3,6,10.0.12.89,2018-02-01 00:42:51.749283,1517445779.117816,1517445780.634528
