trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,2,10.2.5.214,2018-01-31 23:19:40.889598,1517440780.889638,1517440781.597669
trial3,N3,6,10.2.15.63,2018-01-31 23:19:40.889598,1517440781.597859,1517440781.74557
