trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,9,10.0.1.184,2018-01-31 23:09:12.200900,1517440152.200953,1517440170.244156
trial3,N2,11,10.0.9.209,2018-01-31 23:09:12.200900,1517440170.244431,1517440177.379128
trial3,N3,13,10.0.12.89,2018-01-31 23:09:12.200900,1517440177.379363,1517440199.19906
trial3,N4,15,10.0.2.26,2018-01-31 23:09:12.200900,1517440199.199317,1517440215.302875
