trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N2,3,10.2.7.27,2018-01-31 22:35:16.168003,1517438116.168052,1517438118.068943
trial1,N4,7,10.2.10.43,2018-01-31 22:35:16.168003,1517438118.069138,1517438127.930949
