trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,10,10.0.1.184,2018-01-31 22:59:13.868570,1517439553.868607,1517439612.217646
trial3,N2,12,10.0.9.209,2018-01-31 22:59:13.868570,1517439612.218115,1517439661.321699
trial3,N3,14,10.0.12.89,2018-01-31 22:59:13.868570,1517439661.322348,1517439693.91773
trial3,N4,16,10.0.2.26,2018-01-31 22:59:13.868570,1517439693.917944,1517439695.158877
