trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N1,2,10.2.5.214,2018-01-31 22:40:48.587252,1517438448.587296,1517438452.963071
trial1,N3,6,10.2.15.63,2018-01-31 22:40:48.587252,1517438452.963312,1517438455.367045
