trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,1,10.0.1.184,2018-02-01 00:51:06.606908,1517446266.606948,1517446284.792947
trial3,N3,5,10.0.12.89,2018-02-01 00:51:06.606908,1517446284.793198,1517446287.301902
