trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N1,9,10.0.1.184,2018-01-31 21:13:58.323588,1517433238.32365,1517433255.685508
trial1,N2,11,10.0.9.209,2018-01-31 21:13:58.323588,1517433255.685755,1517433262.219376
trial1,N3,13,10.0.12.89,2018-01-31 21:13:58.323588,1517433262.219625,1517433285.552606
trial1,N4,15,10.0.2.26,2018-01-31 21:13:58.323588,1517433285.552836,1517433302.449724
