trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N1,9,10.0.1.184,2018-01-31 21:02:21.598957,1517432541.598996,1517432584.167541
trial1,N2,11,10.0.9.209,2018-01-31 21:02:21.598957,1517432584.167753,1517432600.278328
trial1,N3,13,10.0.12.89,2018-01-31 21:02:21.598957,1517432600.278522,1517432659.923286
trial1,N4,15,10.0.2.26,2018-01-31 21:02:21.598957,1517432659.923519,1517432712.301321
