trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N5,9,10.1.12.133,2018-01-31 22:36:04.496565,1517438164.496616,1517438174.520248
trial1,N7,13,10.1.6.236,2018-01-31 22:36:04.496565,1517438174.52049,1517438188.073454
