trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N5,9,10.1.12.133,2018-01-31 22:23:16.752480,1517437396.754093,1517437422.3162
trial1,N7,13,10.1.6.236,2018-01-31 22:23:16.752480,1517437422.316382,1517437460.928178
