trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N6,12,10.3.4.76,2018-01-31 22:33:30.761380,1517438010.762868,1517438058.74635
trial1,N8,16,10.3.7.202,2018-01-31 22:33:30.761380,1517438058.750762,1517438060.301637
