trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N6,11,10.1.6.72,2018-01-31 23:21:08.329084,1517440868.329122,1517440873.46568
trial3,N8,15,10.1.2.203,2018-01-31 23:21:08.329084,1517440873.465909,1517440885.76226
