trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,1,10.2.5.214,2018-01-31 23:11:10.696884,1517440270.696925,1517440288.834233
trial3,N2,3,10.2.7.27,2018-01-31 23:11:10.696884,1517440288.834984,1517440291.487127
trial3,N3,5,10.2.15.63,2018-01-31 23:11:10.696884,1517440291.487351,1517440293.81629
trial3,N4,7,10.2.10.43,2018-01-31 23:11:10.696884,1517440293.816515,1517440297.577246
