trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N1,1,10.2.5.214,2018-01-31 21:07:47.186634,1517432867.186672,1517432871.890716
trial1,N2,3,10.2.7.27,2018-01-31 21:07:47.186634,1517432871.890967,1517432873.793197
trial1,N3,5,10.2.15.63,2018-01-31 21:07:47.186634,1517432873.793397,1517432875.179835
trial1,N4,7,10.2.10.43,2018-01-31 21:07:47.186634,1517432875.18002,1517432882.580967
