trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N6,11,10.3.4.76,2018-01-31 23:23:32.124484,1517441012.124567,1517441017.609729
trial3,N8,15,10.3.7.202,2018-01-31 23:23:32.124484,1517441017.609971,1517441030.494337
