trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N5,10,10.3.8.97,2018-01-31 23:18:35.700476,1517440715.700529,1517440731.918497
trial3,N7,14,10.3.0.140,2018-01-31 23:18:35.700476,1517440731.924146,1517440741.250956
