trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N5,10,10.1.12.133,2018-02-01 00:49:54.685614,1517446194.685653,1517446214.213112
trial3,N7,14,10.1.6.236,2018-02-01 00:49:54.685614,1517446214.213351,1517446224.719006
