trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N5,10,10.1.12.133,2018-02-01 00:38:59.318103,1517445539.318136,1517445583.689664
trial3,N7,14,10.1.6.236,2018-02-01 00:38:59.318103,1517445583.689909,1517445608.537039
