trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,1,10.2.5.214,2018-01-31 23:01:40.503733,1517439700.503772,1517439752.337601
trial3,N2,3,10.2.7.27,2018-01-31 23:01:40.503733,1517439752.337792,1517439753.893794
trial3,N3,5,10.2.15.63,2018-01-31 23:01:40.503733,1517439753.893974,1517439755.132526
trial3,N4,7,10.2.10.43,2018-01-31 23:01:40.503733,1517439755.132708,1517439763.34502
