trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N2,3,10.0.9.209,2018-01-31 23:18:07.323316,1517440687.323366,1517440687.853183
trial3,N4,7,10.0.2.26,2018-01-31 23:18:07.323316,1517440687.85338,1517440690.562682
