nodename,instanceid,zone,publicip,privateip,ipfsid,ipfsaddress,image1,image2,image3,image4,ipfsimage1,ipfsimage2,ipfsimage3,ipfsimage4,GETIMAGE1,GETIMAGE2,GETIMAGE3,GETIMAGE4,GETIPFSIMAGE1,GETIPFSIMAGE2,GETIPFSIMAGE3,GETIPFSIMAGE4
N1,,Oregon,34.213.165.112,10.0.1.184,QmasK6h8FGXwWFPTYqFGYjmMdq5FrSYQVBmBAz3ZbHwHn6,/ip4/10.0.1.184/tcp/4001/ipfs/QmasK6h8FGXwWFPTYqFGYjmMdq5FrSYQVBmBAz3ZbHwHn6,1,2,9,10,QmawBvNMVCaMfqt1Uya9QpMnNHQRhhCc5ELB4MvdE8LCJG,QmT63HbdqMs3xAe1KfsgAuby67GDEav4VC99pUvxJooZwZ,QmTKaPZhkQo3wdo4vitAb9TuoQoCbR5GRHVMfptc6YTpgr,QmbLRpgqLNvDTm7nhpnobCpGqMgs3ASHjaXfP1NPR7Kbkq,,,,,,,,
N2,,Oregon,34.214.34.107,10.0.9.209,QmYjXVSGJKegUAm26Tw5hPkhpQbQ4u4gLEgWbDQYfFgdYT,/ip4/10.0.9.209/tcp/4001/ipfs/QmYjXVSGJKegUAm26Tw5hPkhpQbQ4u4gLEgWbDQYfFgdYT,3,4,11,12,QmTFWSi2aWZxGT8eAvRWHgFxhm4bq6qe8we4cBmTjb2qcc,QmaGXexWg5riVX28VZzw2yJ2qTTKyVJoQq5mNJna5EcbWM,QmTipGTg8uoG1pCpkgj11c1aQQgsbthHZMtMiA9cd7dc7K,Qmcrj62muYdkD9DJCMpXNLRjVuNJ4cdRg6wWecwE5dF8CN,,,,,,,,
N3,,Oregon,54.218.250.73,10.0.12.89,QmTGHNhXZ9DDSbcKMgbejdq3ouu5d3Yy9Xv4syNgBnZUqp,/ip4/10.0.12.89/tcp/4001/ipfs/QmTGHNhXZ9DDSbcKMgbejdq3ouu5d3Yy9Xv4syNgBnZUqp,5,6,13,14,QmVbv8BW24bVXV4RjHqRhZ5a8g6vmFRYtXEWfvnhmF4hVg,QmYSfjThZqSuECZuE8gFgnwMgLK6YZQT7nHuArbZXz1zcP,QmURLoJZDC9NadJ6KkKjsocHtPzi3e2nnNGZfkYvFBnxud,QmP3UXhggJSxJUfJj9bwq1rNEfBagGdYaBYyKRiRtRXpHM,,,,,,,,
N4,,Oregon,54.200.229.147,10.0.2.26,QmctMRAn7LdLJY6jmakDoHNZMd2WoHsQwNDjNch5UqoK4r,/ip4/10.0.2.26/tcp/4001/ipfs/QmctMRAn7LdLJY6jmakDoHNZMd2WoHsQwNDjNch5UqoK4r,7,8,15,16,QmTfCvTYJ94wjekkaQDZp7R8nWDrQEGj2qiMvwKFJmCCNr,QmYvrmu6Y2xLPXMk3f9mt24H9jNwCgaxz7kbQUJVCE5FcJ,QmQ5nWfz6Lq24Gtaf9cMYLEiknxceuCXerNjAgPMRAYs2e,QmXf4Xau6dcLHH95V4dRzNNfifkB4gFXzkMJNKqYxXiFHh,,,,,,,,
N5,,N. Virginia,34.229.90.136,10.1.12.133,QmZu8roeqHozwvyeorbrDQTY4c75DPyDHcotnHorXnPQDj,/ip4/10.1.12.133/tcp/4001/ipfs/QmZu8roeqHozwvyeorbrDQTY4c75DPyDHcotnHorXnPQDj,,,,,,,,,1,3,5,7,QmawBvNMVCaMfqt1Uya9QpMnNHQRhhCc5ELB4MvdE8LCJG,QmTFWSi2aWZxGT8eAvRWHgFxhm4bq6qe8we4cBmTjb2qcc,QmVbv8BW24bVXV4RjHqRhZ5a8g6vmFRYtXEWfvnhmF4hVg,QmTfCvTYJ94wjekkaQDZp7R8nWDrQEGj2qiMvwKFJmCCNr
N6,,N. Virginia,34.228.197.173,10.1.6.72,QmTchCSfGZvtrNtUqfpLwdS8PgPqdzqGyfHgCkzkWaJgJk,/ip4/10.1.6.72/tcp/4001/ipfs/QmTchCSfGZvtrNtUqfpLwdS8PgPqdzqGyfHgCkzkWaJgJk,,,,,,,,,2,4,6,8,QmT63HbdqMs3xAe1KfsgAuby67GDEav4VC99pUvxJooZwZ,QmaGXexWg5riVX28VZzw2yJ2qTTKyVJoQq5mNJna5EcbWM,QmYSfjThZqSuECZuE8gFgnwMgLK6YZQT7nHuArbZXz1zcP,QmYvrmu6Y2xLPXMk3f9mt24H9jNwCgaxz7kbQUJVCE5FcJ
N7,,N. Virginia,34.203.30.95,10.1.6.236,QmVmN3BTTc9ewqP1vEH1iLKR1SmXSw6TFShpXECPSfbVkL,/ip4/10.1.6.236/tcp/4001/ipfs/QmVmN3BTTc9ewqP1vEH1iLKR1SmXSw6TFShpXECPSfbVkL,,,,,,,,,9,11,13,15,QmTKaPZhkQo3wdo4vitAb9TuoQoCbR5GRHVMfptc6YTpgr,QmTipGTg8uoG1pCpkgj11c1aQQgsbthHZMtMiA9cd7dc7K,QmURLoJZDC9NadJ6KkKjsocHtPzi3e2nnNGZfkYvFBnxud,QmQ5nWfz6Lq24Gtaf9cMYLEiknxceuCXerNjAgPMRAYs2e
N8,,N. Virginia,34.224.58.71,10.1.2.203,Qmbz3qg8W9uDsvvyPg1p2PS9f85gSuKyNjnwwgs49fLEkf,/ip4/10.1.2.203/tcp/4001/ipfs/Qmbz3qg8W9uDsvvyPg1p2PS9f85gSuKyNjnwwgs49fLEkf,,,,,,,,,10,12,14,16,QmbLRpgqLNvDTm7nhpnobCpGqMgs3ASHjaXfP1NPR7Kbkq,Qmcrj62muYdkD9DJCMpXNLRjVuNJ4cdRg6wWecwE5dF8CN,QmP3UXhggJSxJUfJj9bwq1rNEfBagGdYaBYyKRiRtRXpHM,QmXf4Xau6dcLHH95V4dRzNNfifkB4gFXzkMJNKqYxXiFHh
