trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N2,4,10.2.7.27,2018-01-31 23:24:50.936383,1517441090.936423,1517441093.671747
trial3,N4,8,10.2.10.43,2018-01-31 23:24:50.936383,1517441093.671989,1517441101.093393
