trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N5,10,10.3.8.97,2018-01-31 22:30:56.714180,1517437856.715725,1517437928.710128
trial1,N7,14,10.3.0.140,2018-01-31 22:30:56.714180,1517437928.71377,1517437958.757393
