trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N2,4,10.0.9.209,2018-01-31 22:29:30.813164,1517437770.813201,1517437773.082165
trial1,N4,8,10.0.2.26,2018-01-31 22:29:30.813164,1517437773.08235,1517437793.957063
