trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N2,4,10.0.9.209,2018-01-31 22:38:17.920970,1517438297.921031,1517438300.089449
trial1,N4,8,10.0.2.26,2018-01-31 22:38:17.920970,1517438300.089682,1517438307.596267
