trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N6,11,10.1.6.72,2018-01-31 22:37:00.972477,1517438220.972517,1517438226.337877
trial1,N8,15,10.1.2.203,2018-01-31 22:37:00.972477,1517438226.338145,1517438238.325242
