trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N1,10,10.2.5.214,2018-01-31 21:10:49.407367,1517433049.407404,1517433089.594128
trial1,N2,12,10.2.7.27,2018-01-31 21:10:49.407367,1517433089.594608,1517433135.813788
trial1,N3,14,10.2.15.63,2018-01-31 21:10:49.407367,1517433135.814227,1517433155.903912
trial1,N4,16,10.2.10.43,2018-01-31 21:10:49.407367,1517433155.904195,1517433157.196061
