trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,10,10.2.5.214,2018-01-31 23:05:32.463928,1517439932.463975,1517439992.180894
trial3,N2,12,10.2.7.27,2018-01-31 23:05:32.463928,1517439992.181356,1517440059.945496
trial3,N3,14,10.2.15.63,2018-01-31 23:05:32.463928,1517440059.94594,1517440086.92778
trial3,N4,16,10.2.10.43,2018-01-31 23:05:32.463928,1517440086.92801,1517440088.262071
