trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,1,10.0.1.184,2018-01-31 23:08:28.282351,1517440108.282395,1517440126.783922
trial3,N2,3,10.0.9.209,2018-01-31 23:08:28.282351,1517440126.784163,1517440129.100888
trial3,N3,5,10.0.12.89,2018-01-31 23:08:28.282351,1517440129.101114,1517440131.22778
trial3,N4,7,10.0.2.26,2018-01-31 23:08:28.282351,1517440131.22803,1517440134.652719
