trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N2,3,10.2.7.27,2018-01-31 23:24:42.872001,1517441082.87204,1517441085.822471
trial3,N4,7,10.2.10.43,2018-01-31 23:24:42.872001,1517441085.822707,1517441090.244186
