trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N1,10,10.0.1.184,2018-01-31 21:15:03.204372,1517433303.20442,1517433321.915619
trial1,N2,12,10.0.9.209,2018-01-31 21:15:03.204372,1517433321.91589,1517433341.174163
trial1,N3,14,10.0.12.89,2018-01-31 21:15:03.204372,1517433341.174383,1517433351.128337
trial1,N4,16,10.0.2.26,2018-01-31 21:15:03.204372,1517433351.128563,1517433353.646706
