trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N6,11,10.1.6.72,2018-02-01 00:50:26.126834,1517446226.126876,1517446231.166506
trial3,N8,15,10.1.2.203,2018-02-01 00:50:26.126834,1517446231.166762,1517446243.676005
