trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,9,10.2.5.214,2018-01-31 23:11:55.781357,1517440315.7814,1517440327.689125
trial3,N2,11,10.2.7.27,2018-01-31 23:11:55.781357,1517440327.689372,1517440334.28952
trial3,N3,13,10.2.15.63,2018-01-31 23:11:55.781357,1517440334.289739,1517440349.041734
trial3,N4,15,10.2.10.43,2018-01-31 23:11:55.781357,1517440349.041959,1517440364.832379
