trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N6,12,10.3.4.76,2018-01-31 23:19:18.218380,1517440758.219744,1517440773.852977
trial3,N8,16,10.3.7.202,2018-01-31 23:19:18.218380,1517440773.853418,1517440774.054636
