trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N1,2,10.2.5.214,2018-01-31 21:08:03.397638,1517432883.397677,1517432891.402375
trial1,N2,4,10.2.7.27,2018-01-31 21:08:03.397638,1517432891.402572,1517432893.232818
trial1,N3,6,10.2.15.63,2018-01-31 21:08:03.397638,1517432893.233018,1517432894.81509
trial1,N4,8,10.2.10.43,2018-01-31 21:08:03.397638,1517432894.815276,1517432919.514838
