trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N6,12,10.1.6.72,2018-01-31 23:17:42.213609,1517440662.21509,1517440678.275465
trial3,N8,16,10.1.2.203,2018-01-31 23:17:42.213609,1517440678.278502,1517440678.3518
