trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N6,11,10.3.4.76,2018-01-31 22:39:35.856076,1517438375.856119,1517438382.772435
trial1,N8,15,10.3.7.202,2018-01-31 22:39:35.856076,1517438382.772677,1517438403.375875
