trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N5,9,10.3.8.97,2018-01-31 23:22:36.304854,1517440956.304914,1517440965.455513
trial3,N7,13,10.3.0.140,2018-01-31 23:22:36.304854,1517440965.455748,1517440977.220346
