nodename,instanceid,zone,publicip,privateip,ipfsid,ipfsaddress,image1,image2,ipfsimage1,ipfsimage2,GETIMAGE1,GETIMAGE2,GETIPFSIMAGE1,GETIPFSIMAGE2
N1,,Ireland,34.244.65.197,10.2.4.57,QmabCCBwJKbujgBhRYiRJ9fftN7Dvs9eXJcrtghbviTbum,/ip4/10.2.4.57/tcp/4001/ipfs/QmabCCBwJKbujgBhRYiRJ9fftN7Dvs9eXJcrtghbviTbum,1,2,QmZ27EHdm4eNfKq53Js3MdVnixcwV57diVs3AtrkXn13VN,QmNdqK2BLkB1kki3RgyaXBz7c9xN11hpZyukAF3xrxMLQH,9,13,QmPp3A67E1UJEr3a8LBP79AKC3xKjpJxyKmoZajZ9hu6it,QmX8rszDHKfEBJVfzCZnDykG799TyA6FAnFGePi3ZBA3F3
N2,,Ireland,54.229.114.184,10.2.7.202,QmY65RRHuH8fVX9LKoPeppsc1S7Wr3j7U8zAhXMtGeRDn4,/ip4/10.2.7.202/tcp/4001/ipfs/QmY65RRHuH8fVX9LKoPeppsc1S7Wr3j7U8zAhXMtGeRDn4,3,4,QmPSA3miqYyLMup2TSpnwBCsZEkdbtArc8GUTpeECCSxRq,QmbARaqDG1DKDkMazreg3qQZTvhjxViVjNhRLnhwfBjvRF,10,14,QmSpcW8dVodP47YabcDzJvui7CiMRHpzP5BuZ6hZV4Pnd9,Qmbcft9ow1gapy7BTWr6MACt3MR6smkL1epzZan36ZR5Yp
N3,,Ireland,52.210.71.186,10.2.9.160,QmPAcTVt8eHoQAr3ZpT5Xhc6c76wYJWX735APKQ5tttLez,/ip4/10.2.9.160/tcp/4001/ipfs/QmPAcTVt8eHoQAr3ZpT5Xhc6c76wYJWX735APKQ5tttLez,5,6,QmXkzwxGeKkbuio4Jm3n7AfrUvzHHUpBnLmn8UvEXhqmZs,Qmbpp66jjP2zxmJwkNJBciht6sHjsynzhRLDc2VDRxQTJn,11,15,QmU9Eznroz1asXoSP6Xk8kFtFdhjz91XebnEni6FXmw9fY,QmUizYX7is5dM5NmbQf79u84h6fc7dYR1RZmKyMGmsv8Fh
N4,,Ireland,54.229.224.100,10.2.1.132,Qmf3vc7XfctkqsDKq8ZiBpisG3uqj7KY97eXdKarCeN6xr,/ip4/10.2.1.132/tcp/4001/ipfs/Qmf3vc7XfctkqsDKq8ZiBpisG3uqj7KY97eXdKarCeN6xr,7,8,QmWmpE5Q67y89yWcfsaCGUTBze2H6o6FE1yWa9DwR8EbQQ,QmaPkNxKzRQbRTsGV6hDrLGFXCgY4C2eZjqXaeQNPLLMgE,12,16,QmU4yZLJiBYghsBPb2m5iPQ5xXEDkiEoV4XbJF4dToqZMn,QmXQmxuMYZcMWyzDiLQRX16fjKxjNdjk3ZzpKneNot3b1o
N5,,Ohio,18.220.38.10,10.3.1.240,QmcURPtLdXW2shz4apro7nyodGee42rPNs2fEjyL77BzZg,/ip4/10.3.1.240/tcp/4001/ipfs/QmcURPtLdXW2shz4apro7nyodGee42rPNs2fEjyL77BzZg,9,10,QmPp3A67E1UJEr3a8LBP79AKC3xKjpJxyKmoZajZ9hu6it,QmSpcW8dVodP47YabcDzJvui7CiMRHpzP5BuZ6hZV4Pnd9,1,5,QmZ27EHdm4eNfKq53Js3MdVnixcwV57diVs3AtrkXn13VN,QmXkzwxGeKkbuio4Jm3n7AfrUvzHHUpBnLmn8UvEXhqmZs
N6,,Ohio,18.217.50.0,10.3.6.112,QmPck5wWcBdfQJtwzccbe1Rhrj8eV9q1YRRocQegEiEF17,/ip4/10.3.6.112/tcp/4001/ipfs/QmPck5wWcBdfQJtwzccbe1Rhrj8eV9q1YRRocQegEiEF17,11,12,QmU9Eznroz1asXoSP6Xk8kFtFdhjz91XebnEni6FXmw9fY,QmU4yZLJiBYghsBPb2m5iPQ5xXEDkiEoV4XbJF4dToqZMn,2,6,QmNdqK2BLkB1kki3RgyaXBz7c9xN11hpZyukAF3xrxMLQH,Qmbpp66jjP2zxmJwkNJBciht6sHjsynzhRLDc2VDRxQTJn
N7,,Ohio,18.217.121.96,10.3.1.19,QmPxXUQb2aD76sVrY1zTbX8j8XTkCgi7QDhifvMSysWwpg,/ip4/10.3.1.19/tcp/4001/ipfs/QmPxXUQb2aD76sVrY1zTbX8j8XTkCgi7QDhifvMSysWwpg,13,14,QmX8rszDHKfEBJVfzCZnDykG799TyA6FAnFGePi3ZBA3F3,Qmbcft9ow1gapy7BTWr6MACt3MR6smkL1epzZan36ZR5Yp,3,7,QmPSA3miqYyLMup2TSpnwBCsZEkdbtArc8GUTpeECCSxRq,QmWmpE5Q67y89yWcfsaCGUTBze2H6o6FE1yWa9DwR8EbQQ
N8,,Ohio,18.219.56.192,10.3.2.209,QmP9gF9pg3D1ikLqPbKwRrVqL6UmUK1RBS5jcnCnDm7dvT,/ip4/10.3.2.209/tcp/4001/ipfs/QmP9gF9pg3D1ikLqPbKwRrVqL6UmUK1RBS5jcnCnDm7dvT,15,16,QmUizYX7is5dM5NmbQf79u84h6fc7dYR1RZmKyMGmsv8Fh,QmXQmxuMYZcMWyzDiLQRX16fjKxjNdjk3ZzpKneNot3b1o,4,8,QmbARaqDG1DKDkMazreg3qQZTvhjxViVjNhRLnhwfBjvRF,QmaPkNxKzRQbRTsGV6hDrLGFXCgY4C2eZjqXaeQNPLLMgE
