trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,9,10.0.1.184,2018-01-31 22:56:29.223705,1517439389.223755,1517439427.40936
trial3,N2,11,10.0.9.209,2018-01-31 22:56:29.223705,1517439427.409556,1517439439.943526
trial3,N3,13,10.0.12.89,2018-01-31 22:56:29.223705,1517439439.943761,1517439502.460045
trial3,N4,15,10.0.2.26,2018-01-31 22:56:29.223705,1517439502.460231,1517439553.228735
