trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,1,10.0.1.184,2018-01-31 22:54:32.364481,1517439272.364522,1517439338.707738
trial3,N2,3,10.0.9.209,2018-01-31 22:54:32.364481,1517439338.707959,1517439340.425889
trial3,N3,5,10.0.12.89,2018-01-31 22:54:32.364481,1517439340.426081,1517439342.383004
trial3,N4,7,10.0.2.26,2018-01-31 22:54:32.364481,1517439342.383184,1517439349.410633
