trial#,from nodename,image,from ip,datestamp,start time,end time
trial1,N1,9,10.2.5.214,2018-01-31 21:08:40.172902,1517432920.172938,1517432951.293111
trial1,N2,11,10.2.7.27,2018-01-31 21:08:40.172902,1517432951.293304,1517432963.676877
trial1,N3,13,10.2.15.63,2018-01-31 21:08:40.172902,1517432963.677072,1517433013.368476
trial1,N4,15,10.2.10.43,2018-01-31 21:08:40.172902,1517433013.368703,1517433048.7185
