trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,10,10.0.1.184,2018-01-31 23:10:15.957121,1517440215.957164,1517440235.064237
trial3,N2,12,10.0.9.209,2018-01-31 23:10:15.957121,1517440235.064471,1517440253.169492
trial3,N3,14,10.0.12.89,2018-01-31 23:10:15.957121,1517440253.169733,1517440263.272173
trial3,N4,16,10.0.2.26,2018-01-31 23:10:15.957121,1517440263.272402,1517440265.58129
