trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,2,10.0.1.184,2018-01-31 23:18:05.670811,1517440685.670846,1517440686.376593
trial3,N3,6,10.0.12.89,2018-01-31 23:18:05.670811,1517440686.376778,1517440686.533292
