trial#,from nodename,image,from ip,datestamp,start time,end time
trial3,N1,2,10.0.1.184,2018-01-31 23:22:08.719958,1517440928.719996,1517440932.615849
trial3,N3,6,10.0.12.89,2018-01-31 23:22:08.719958,1517440932.616082,1517440935.042671
